 2018-05-04 09:17:03,003 [P25300/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.10.4 application starting on DESKTOP-1VEUTSS
 2018-05-04 09:17:03,037 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2018-05-04 09:17:03,053 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 9ms)
 2018-05-04 09:17:03,120 [P25300/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2018-05-04 09:17:03,120 [P25300/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2018-05-04 09:17:03,136 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-04 09:17:03,353 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 216ms)
 2018-05-04 09:17:03,353 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IApplicationStartupHandler
 2018-05-04 09:17:03,353 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IApplicationStartupHandler (took 2ms)
 2018-05-04 09:17:03,370 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-04 09:17:03,370 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-05-04 09:17:03,370 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2018-05-04 09:17:03,370 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter (took 1ms)
 2018-05-04 09:17:03,370 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-04 09:17:03,370 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-05-04 09:17:03,370 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2018-05-04 09:17:03,370 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyValueConverter (took 1ms)
 2018-05-04 09:17:03,386 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-04 09:17:03,386 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-05-04 09:17:03,386 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.Mvc.SurfaceController
 2018-05-04 09:17:03,386 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.Mvc.SurfaceController (took 1ms)
 2018-05-04 09:17:03,386 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-04 09:17:03,386 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-05-04 09:17:03,386 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.WebApi.UmbracoApiController
 2018-05-04 09:17:03,386 [P25300/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.WebApi.UmbracoApiController (took 1ms)
 2018-05-04 09:17:05,636 [P25300/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2018-05-04 09:17:06,103 [P25300/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2018-05-04 09:17:06,203 [P25300/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2018-05-04 09:17:06,286 [P25300/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2018-05-04 09:17:06,286 [P25300/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 3386ms)
